1561083941.152046
192144504998854658|nolo|60114.0|1561090305.167216|6|1
219324654290993153|LuxuFate|54553.0|1561101065.354704|4|1
297971074518351872|Tropic Mango|44534|1561105541.152046|6|1
186208659221643264|hecc off|18385.0|1561022839.8178198|3|1
337116959433031681|eixn|14551.0|1561073812.481858|3|5
123460317463183363|Spooky|9787.0|1561003081.339194|1|5
236279950259257345|Kitoaka|4260.0|1561094565.505881|1|3
137016970917707776|Soap|0.0|1561101047.625328|6|8
182707904367820800|Ajisoo|0.0|1561089990.858898|2|8
193550776340185088|sjslapshot|0.0|1561090896.893089|3|8
225822313550053376|Tatrinpaha|0.0|1561063764.685021|2|8
195755433766420480|Soap’s Smurf|-900.0|1561065409.588306|1|7
